date,account,category,amount,currency,converted amount,currency,description
18/10/2025,Cash,Transport,-50,INR,-50,INR,Parking
18/10/2025,Cash,Eating out,-80,INR,-80,INR,Cold coffee 
18/10/2025,Cash,Food,-450,INR,-450,INR,Lunch
18/10/2025,Cash,Eating out,-500,INR,-500,INR,Lunch a2b
18/10/2025,Cash,Food,-340,INR,-340,INR,Choclate 
19/10/2025,Cash,Bills,-19,INR,-19,INR,Data pack add on
20/10/2025,Cash,Transport,-437,INR,-437,INR,Dad Transportation 
20/10/2025,Cash,Gifts,-50,INR,-50,INR,Temple donation 
20/10/2025,Cash,Food,-120,INR,-120,INR,Groccery 
20/10/2025,Cash,Eating out,-40,INR,-40,INR,Coffee
20/10/2025,Cash,Food,-256,INR,-256,INR,Fruits vegetbale
20/10/2025,Cash,Health,-250,INR,-250,INR,Medicines
20/10/2025,Cash,Transport,-148,INR,-148,INR,Dad Transportation 
20/10/2025,Cash,Eating out,-35,INR,-35,INR,Coffee
20/10/2025,Cash,Bills,-178,INR,-178,INR,Vodaphone recharge 
21/10/2025,Cash,Car,-500,INR,-500,INR,Petrol
21/10/2025,Cash,Gifts,-90,INR,-90,INR,Abhisheka
21/10/2025,Cash,Gifts,-40,INR,-40,INR,Seve
21/10/2025,Cash,Eating out,-170,INR,-170,INR,Breakfast + coffee  
21/10/2025,Cash,Food,-60,INR,-60,INR,Paysa
21/10/2025,Cash,Food,-260,INR,-260,INR,Fruits
21/10/2025,Cash,Food,-500,INR,-500,INR,Petrol 
22/10/2025,Cash,Car,-500,INR,-500,INR,Petrol
22/10/2025,Cash,Health,-198,INR,-198,INR,Health Insurance
24/10/2025,Cash,Clothes,"-1,100",INR,"-1,100",INR,Dress
24/10/2025,Cash,Food,-940,INR,-940,INR,Gas
24/10/2025,Cash,Transport,-226,INR,-226,INR,Dad Transportation 
24/10/2025,Cash,Dad's expenses,-112,INR,-112,INR,Misc
24/10/2025,Cash,Eating out,-40,INR,-40,INR,Coffee
24/10/2025,Cash,Food,-100,INR,-100,INR,Flowers
24/10/2025,Cash,Bills,-59,INR,-59,INR,Dad Google drive I think
24/10/2025,Cash,Loan,59,INR,59,INR,Credit card loan
24/10/2025,Cash,Eating out,-80,INR,-80,INR,2 banana dindu soup
24/10/2025,Cash,Eating out,-150,INR,-150,INR,Sweet corn 
25/10/2025,Cash,Car,-800,INR,-800,INR,Petrol
25/10/2025,Cash,Eating out,-150,INR,-150,INR,Breakfast + coffee  
25/10/2025,Cash,Eating out,-100,INR,-100,INR,Elneer
25/10/2025,Cash,Gift,"1,000",INR,"1,000",INR,Gift coimbatore some aunty 
25/10/2025,Cash,Transport,-454,INR,-454,INR,Dad Transportation 
25/10/2025,Cash,Gifts,-50,INR,-50,INR,Kaanike
25/10/2025,Cash,Food,-160,INR,-160,INR,Fruits
25/10/2025,Cash,Native trip,"-1,474",INR,"-1,474",INR,Irctc cob majn
25/10/2025,Cash,Native trip,"-1,354",INR,"-1,354",INR,Mangalore to Coimbatore 
25/10/2025,Cash,Native trip,-192,INR,-192,INR,Bangalore to Coimbatore
25/10/2025,Cash,Native trip,-372,INR,-372,INR,Bangalore to Coimbatore
25/10/2025,Cash,Eating out,-20,INR,-20,INR,Water
25/10/2025,Cash,Car,"-9,971",INR,"-9,971",INR,October car loan blocked
26/10/2025,Cash,Eating out,-55,INR,-55,INR,Tea snacks
26/10/2025,Cash,Gifts,-100,INR,-100,INR,Naaga tambila
26/10/2025,Cash,Gifts,-90,INR,-90,INR,Kaanike
26/10/2025,Cash,Transport,-60,INR,-60,INR,Metro 
26/10/2025,Cash,Eating out,-80,INR,-80,INR,Millets bisibele bath
27/10/2025,Cash,Gifts,-500,INR,-500,INR,Amtm donation 
27/10/2025,Cash,Eating out,-12,INR,-12,INR,Coffee
27/10/2025,Cash,Transport,-500,INR,-500,INR,Metro recharge
27/10/2025,Cash,Eating out,-12,INR,-12,INR,Coffee wasted
27/10/2025,Cash,Transport,-40,INR,-40,INR,Bus
27/10/2025,Cash,Selling,"30,000",INR,"30,000",INR,Zerodha account clearance
27/10/2025,Cash,Food,-116,INR,-116,INR,Fruits
27/10/2025,Cash,Food,-28,INR,-28,INR,Curd
27/10/2025,Cash,Transport,-32,INR,-32,INR,Bus
28/10/2025,Cash,Food,-50,INR,-50,INR,Kodbele
28/10/2025,Cash,Clothes,"-1,700",INR,"-1,700",INR,Dress for Pranitha and Sachin
28/10/2025,Cash,Native trip,-297,INR,-297,INR,Dad trip coimbatore 
29/10/2025,Cash,Transport,-40,INR,-40,INR,Bus
29/10/2025,Cash,Bills,-100,INR,-100,INR,Netflix 
29/10/2025,Cash,Food,-20,INR,-20,INR,Butter milk
29/10/2025,Cash,Eating out,-50,INR,-50,INR,Breakfast 
29/10/2025,Cash,Transport,-32,INR,-32,INR,Bus
29/10/2025,Cash,Transport,-178,INR,-178,INR,Dad Transportation 
29/10/2025,Cash,Food,-815,INR,-815,INR,Groccery
29/10/2025,Cash,Food,-105,INR,-105,INR,Eateries
29/10/2025,Cash,Dad's expenses,-69,INR,-69,INR,Misc
29/10/2025,Cash,Health,-80,INR,-80,INR,Medicines
29/10/2025,Cash,Thota work,-600,INR,-600,INR,Coolie devappa
30/10/2025,Cash,Eating out,-63,INR,-63,INR,Rice bath
30/10/2025,Cash,Eating out,-30,INR,-30,INR,Lassi choclate 
30/10/2025,Cash,Salary,"2,000",INR,"2,000",INR,Kpit allowance September 
30/10/2025,Cash,Transport,-100,INR,-100,INR,Metro recharge
30/10/2025,Cash,Transport,-10,INR,-10,INR,Metro 
31/10/2025,Cash,Transport,-63,INR,-63,INR,Bus
31/10/2025,Cash,Taxi,-80,INR,-80,INR,Auto
31/10/2025,Cash,Pets,-749,INR,-749,INR,Pedigree 
31/10/2025,Cash,Unexpected,-350,INR,-350,INR,Tyre repair 
31/10/2025,Cash,Salary,"78,114",INR,"78,114",INR,October Salary 
31/10/2025,Cash,Agri selling,275,INR,275,INR,Selling balekaayi
31/10/2025,Cash,Food,-735,INR,-735,INR,15kg rice
01/11/2025,Cash,House,"-14,000",INR,"-14,000",INR,November Rent
01/11/2025,Cash,Eating out,-54,INR,-54,INR,Tea and buns
01/11/2025,Cash,Health,"-2,620",INR,"-2,620",INR,Navi Parental Health Insurance
01/11/2025,Cash,Loan,"2,620",INR,"2,620",INR,Credit card loan
01/11/2025,Cash,Gifts,-149,INR,-149,INR,Ellu enne
01/11/2025,Cash,Eating out,-10,INR,-10,INR,Juice
01/11/2025,Cash,Gifts,-20,INR,-20,INR,Kaanike
01/11/2025,Cash,Car,"-4,669",INR,"-4,669",INR,3rd Car service 
01/11/2025,Cash,Eating out,-178,INR,-178,INR,Dad n me snacks 
01/11/2025,Cash,Clothes,-150,INR,-150,INR,Haircut
01/11/2025,Cash,Parents Travel,-102,INR,-102,INR,Dad travel
02/11/2025,Cash,Bills,-197,INR,-197,INR,BSNL recharge 
02/11/2025,Cash,Car,"-1,768.43",INR,"-1,768.43",INR,Petrol 17.28 ltr
02/11/2025,Cash,Eating out,-15,INR,-15,INR,Tea
02/11/2025,Cash,Gifts,-10,INR,-10,INR,Kaanike 
02/11/2025,Cash,Parents Travel,-192,INR,-192,INR,Dad travel
03/11/2025,Cash,Bills,-529.82,INR,-529.82,INR,Kerala vision bill
03/11/2025,Cash,Eating out,-40,INR,-40,INR,Pani puri 
03/11/2025,Cash,Parents kaanike,-160,INR,-160,INR,Kaanike
03/11/2025,Cash,Parents kaanike,-150,INR,-150,INR,Dad Kaanike
03/11/2025,Cash,Parents kaanike,-80,INR,-80,INR,Dad Kaanike
03/11/2025,Cash,Parents kaanike,-985,INR,-985,INR,Dad temple kaanike
04/11/2025,Cash,Native trip,-297.25,INR,-297.25,INR,Dad return trip coimbatore 
04/11/2025,Cash,Parents Travel,-170,INR,-170,INR,Dad travel
05/11/2025,Cash,Bills,-589,INR,-589,INR,Bsnl landline bill 
06/11/2025,Cash,Bills,-149,INR,-149,INR,Youtube premium
06/11/2025,Cash,Parents Travel,-674,INR,-674,INR,Dad travel
08/11/2025,Cash,Native trip,"-1,525",INR,"-1,525",INR,Sringeri Bangalore
08/11/2025,Cash,Gifts,-115,INR,-115,INR,Kanike
08/11/2025,Cash,Health,-60,INR,-60,INR,***
08/11/2025,Cash,Car,"-2,650.26",INR,"-2,650.26",INR,25.92 ltr
09/11/2025,Cash,Taxi,-80,INR,-80,INR,Auto
09/11/2025,Cash,Eating out,-75,INR,-75,INR,Snacks
09/11/2025,Cash,Eating out,-75,INR,-75,INR,Snacks
09/11/2025,Cash,Transport,-468,INR,-468,INR,Bus
09/11/2025,Cash,Bills,"-1,670",INR,"-1,670",INR,Kseb current bill 1383 + 287 kseb agri bill
09/11/2025,Cash,Home loan Emi,"-21,028",INR,"-21,028",INR,Home loan emi
09/11/2025,Cash,Home loan Emi,"-13,161",INR,"-13,161",INR,Home loan top up emi
10/11/2025,Cash,Eating out,-40,INR,-40,INR,Masala puri 
10/11/2025,Cash,Eating out,-40,INR,-40,INR,Masala puri 
11/11/2025,Cash,Taxi,-86,INR,-86,INR,Auto
11/11/2025,Cash,Food,-124,INR,-124,INR,Dose hittu curd milk
11/11/2025,Cash,Transport,-32,INR,-32,INR,Bus
11/11/2025,Cash,Bills,-299,INR,-299,INR,Jio recharge dad
11/11/2025,Cash,Transport,-500,INR,-500,INR,Metro recharge
11/11/2025,Cash,Food,-306,INR,-306,INR,Cashew rice shavge
11/11/2025,Cash,Food,-128,INR,-128,INR,Vegetables 
11/11/2025,Cash,Gifts,-50,INR,-50,INR,Karpoora
11/11/2025,Cash,Food,-55,INR,-55,INR,Soppu
11/11/2025,Cash,Food,-25,INR,-25,INR,Milk
11/11/2025,Cash,Food,-5,INR,-5,INR,Lemon
11/11/2025,Cash,Food,-4,INR,-4,INR,Choclate 
11/11/2025,Cash,Food,-48,INR,-48,INR,Curd buttermilk 
12/11/2025,Cash,Transport,-32,INR,-32,INR,Bus
12/11/2025,Cash,Food,-60,INR,-60,INR,Dose hittu
12/11/2025,Cash,Eating out,-20,INR,-20,INR,Ginger coffee
12/11/2025,Cash,Food,-462,INR,-462,INR,Groccery buy n save
13/11/2025,Cash,Food,-855,INR,-855,INR,Bangalore Gas cylinder
13/11/2025,Cash,Transport,-24,INR,-24,INR,Bus
13/11/2025,Cash,Food,-86,INR,-86,INR,Paneer 
13/11/2025,Cash,Clothes,-59,INR,-59,INR,100n tissues
13/11/2025,Cash,Food,-55,INR,-55,INR,Bread
13/11/2025,Cash,Wants,"-4,000",INR,"-4,000",INR,Marriage certificate 
13/11/2025,Cash,Food,-16,INR,-16,INR,Vegetables 
13/11/2025,Cash,Food,-72,INR,-72,INR,Curd majjige
13/11/2025,Cash,Clothes,-10,INR,-10,INR,Rubber bands 
13/11/2025,Cash,Food,-5,INR,-5,INR,Lemon
14/11/2025,Cash,Eating out,-150,INR,-150,INR,Fanta
14/11/2025,Cash,Eating out,-190,INR,-190,INR,Dinner
14/11/2025,Cash,Eating out,-157,INR,-157,INR,Snacks 
14/11/2025,Cash,Cashback,240,INR,240,INR,Train ticket refund
14/11/2025,Cash,Native trip,"-1,084",INR,"-1,084",INR,Bangalore to Coimbatore Preetha
14/11/2025,Cash,Native trip,"-1,181",INR,"-1,181",INR,Bangalore to Coimbatore
14/11/2025,Cash,Cashback,120,INR,120,INR,Irctc refund
14/11/2025,Cash,Bills,-35,INR,-35,INR,Google drive
14/11/2025,Cash,Eating out,-30,INR,-30,INR,Lemon tea 2
14/11/2025,Cash,Eating out,-118,INR,-118,INR,Curd buttermilk lassi
14/11/2025,Cash,Eating out,-20,INR,-20,INR,Coffee
14/11/2025,Cash,Gifts,-226,INR,-226,INR,Weat til oil jaggery dhana
14/11/2025,Cash,Food,-177,INR,-177,INR,Groccery
14/11/2025,Cash,Eating out,-80,INR,-80,INR,2 Corn
15/11/2025,Cash,Gifts,-205,INR,-205,INR,Temple donation 
16/11/2025,Cash,Gifts,"-3,000",INR,"-3,000",INR,1200 pending Karthika pooje balance shashti donation 
16/11/2025,Cash,Eating out,-100,INR,-100,INR,2 Masala puri
16/11/2025,Cash,Eating out,-50,INR,-50,INR,Purple tea nd masala chai
16/11/2025,Cash,Clothes,-30,INR,-30,INR,Janvara
16/11/2025,Cash,Eating out,-20,INR,-20,INR,Masala tea
16/11/2025,Cash,Eating out,-98,INR,-98,INR,Millet snacks
17/11/2025,Cash,Eating out,-15,INR,-15,INR,Coffee
17/11/2025,Cash,Food,-350,INR,-350,INR,Jolaga
17/11/2025,Cash,Food,-245,INR,-245,INR,White Rice
17/11/2025,Cash,Food,-40,INR,-40,INR,Sambhar
18/11/2025,Cash,Gifts,-20,INR,-20,INR,Temple donation 
18/11/2025,Cash,Transport,-24,INR,-24,INR,Bus
18/11/2025,Cash,Food,-43,INR,-43,INR,Maggie majge
18/11/2025,Cash,Native trip,-544,INR,-544,INR,Dad bangalore trip up and down
18/11/2025,Cash,Native trip,"-1,704",INR,"-1,704",INR,Coimbatore to Mangalore for 3 ppl
19/11/2025,Cash,Transport,-500,INR,-500,INR,Metro recharge
19/11/2025,Cash,Transport,-24,INR,-24,INR,Bus
19/11/2025,Cash,Bills,-375,INR,-375,INR,Amazon prime
19/11/2025,Cash,Food,-33,INR,-33,INR,Maggie
19/11/2025,Cash,Investment,"-1,680",INR,"-1,680",INR,Lic investment
20/11/2025,Cash,Transport,-24,INR,-24,INR,Bus
20/11/2025,Cash,Eating out,-50,INR,-50,INR,Lunch
20/11/2025,Cash,Eating out,-25,INR,-25,INR,Lassi
20/11/2025,Cash,Salary,"2,600",INR,"2,600",INR,Kpit allowance November
20/11/2025,Cash,Eating out,-30,INR,-30,INR,Kdle
20/11/2025,Cash,Eating out,-40,INR,-40,INR,Dose
20/11/2025,Cash,Eating out,-60,INR,-60,INR,Breakfast 
21/11/2025,Cash,Gifts,-20,INR,-20,INR,Donation 
21/11/2025,Cash,Eating out,-50,INR,-50,INR,Breakfast 
21/11/2025,Cash,Eating out,-12,INR,-12,INR,Coffee
21/11/2025,Cash,Eating out,-40,INR,-40,INR,Dinner
21/11/2025,Cash,Transport,-23,INR,-23,INR,Bus
21/11/2025,Cash,Eating out,-40,INR,-40,INR,Nanari 
21/11/2025,Cash,Transport,-24,INR,-24,INR,Bus 
21/11/2025,Cash,Agri selling,"3,591",INR,"3,591",INR,Selling pepper 
21/11/2025,Cash,Agri selling,"1,063",INR,"1,063",INR,Selling adake
22/11/2025,Cash,Health,-198,INR,-198,INR,Navi health insurance
22/11/2025,Cash,Loan,198,INR,198,INR,Credit card loan
22/11/2025,Cash,Thota work,"-4,475",INR,"-4,475",INR,Fertilizer 
22/11/2025,Cash,Cashback,140,INR,140,INR,Train ticket refund
23/11/2025,Cash,Bills,"-1,308",INR,"-1,308",INR,SBI credit card bill payment 
23/11/2025,Cash,Eating out,-501,INR,-501,INR,Breakfast 
23/11/2025,Cash,Eating out,-65,INR,-65,INR,Juicce
23/11/2025,Cash,Gifts,-100,INR,-100,INR,Kaanike
23/11/2025,Cash,Gifts,-35,INR,-35,INR,Prasada
23/11/2025,Cash,Eating out,-140,INR,-140,INR,Elneer
23/11/2025,Cash,Clothes,"-1,780",INR,"-1,780",INR,Preetha bday dress gift
23/11/2025,Cash,Eating out,-100,INR,-100,INR,Sweet corn 
24/11/2025,Cash,Dad's expenses,-59,INR,-59,INR,Google drive dad
24/11/2025,Cash,Eating out,-233,INR,-233,INR,Snacks and chai
25/11/2025,Cash,Taxi,-260,INR,-260,INR,Auto
25/11/2025,Cash,Transport,-70,INR,-70,INR,Bus
25/11/2025,Cash,Car,"-7,600",INR,"-7,600",INR,Car emi
26/11/2025,Cash,Bills,-100,INR,-100,INR,Netflix 
27/11/2025,Cash,Gifts,-100,INR,-100,INR,Vikram farewell 
27/11/2025,Cash,Health,-216,INR,-216,INR,*** 
27/11/2025,Cash,Taxi,-220,INR,-220,INR,Auto
27/11/2025,Cash,Transport,-100,INR,-100,INR,Bus
27/11/2025,Cash,Eating out,-172,INR,-172,INR,Snacks
28/11/2025,Cash,Salary,"78,114",INR,"78,114",INR,Kpit november Salary
28/11/2025,Cash,Parents Travel,-98,INR,-98,INR,Dad travel
28/11/2025,Cash,Parents Travel,-722,INR,-722,INR,Dad travel
28/11/2025,Cash,Parents Travel,-220,INR,-220,INR,Dad travel
28/11/2025,Cash,Parents Travel,-70,INR,-70,INR,Dad travel
28/11/2025,Cash,Parents Travel,-200,INR,-200,INR,Dad travel
28/11/2025,Cash,Parents Travel,-175,INR,-175,INR,Dad travel
28/11/2025,Cash,Parents Travel,-60,INR,-60,INR,Dad travel
28/11/2025,Cash,Parents groccery,"-1,275",INR,"-1,275",INR,Parents groccery 
28/11/2025,Cash,Food,-460,INR,-460,INR,Fruits
28/11/2025,Cash,Parents groccery,-180,INR,-180,INR,Fruits
28/11/2025,Cash,Dad's expenses,-150,INR,-150,INR,Dad haircut
28/11/2025,Cash,Dad's expenses,-380,INR,-380,INR,Akshaya 
28/11/2025,Cash,Dad's expenses,-700,INR,-700,INR,Thara natah
28/11/2025,Cash,Dad's expenses,-200,INR,-200,INR,Something 
28/11/2025,Cash,Eating out,-120,INR,-120,INR,Ble dindu soup
28/11/2025,Cash,Parents kaanike,-400,INR,-400,INR,Adjustment kaanike
28/11/2025,Cash,Food,-85,INR,-85,INR,Oil mill majuri
28/11/2025,Cash,Parents eating out,-232,INR,-232,INR,Dad eating out 
28/11/2025,Cash,Parents eating out,-151,INR,-151,INR,Dad eating out 
28/11/2025,Cash,Parents eating out,"-1,846",INR,"-1,846",INR,Dad eating out 
29/11/2025,Cash,Car,"-58,851",INR,"-58,851",INR,Car loan payment extra 
29/11/2025,Cash,Bills,-299,INR,-299,INR,Preetha jio recharge 
29/11/2025,Cash,Clothes,-760,INR,-760,INR,For me Dress preetha bday
29/11/2025,Cash,Car,"-1,000",INR,"-1,000",INR,Car petrol
30/11/2025,Cash,Cashback,"1,599",INR,"1,599",INR,Fd interest 
30/11/2025,Cash,Car,-108,INR,-108,INR,Car loan payment extra 
30/11/2025,Cash,Car,"-45,000",INR,"-45,000",INR,Car loan payment extra 
30/11/2025,Cash,Eating out,-189,INR,-189,INR,Wild door cafe
01/12/2025,Cash,Cashback,"1,551",INR,"1,551",INR,Sb credit interest 
01/12/2025,Cash,Health,"-2,620",INR,"-2,620",INR,Parental Health Insurance
01/12/2025,Cash,Loan,"2,620",INR,"2,620",INR,Credit card loan
01/12/2025,Cash,House,"-14,000",INR,"-14,000",INR,December rent 
01/12/2025,Cash,Car,"-45,000",INR,"-45,000",INR,Car loan payment extra 
02/12/2025,Cash,Food,"-1,450",INR,"-1,450",INR,Milk
02/12/2025,Cash,Eating out,-100,INR,-100,INR,Mango sattu vadai
02/12/2025,Cash,Health,-104,INR,-104,INR,Medicine 
02/12/2025,Cash,Car,"-45,002",INR,"-45,002",INR,Car loan payment extra 
03/12/2025,Cash,Bills,-529,INR,-529,INR,Kerala vision bill
03/12/2025,Cash,Car,"-45,003",INR,"-45,003",INR,Car loan payment extra 
03/12/2025,Cash,Native trip,-619,INR,-619,INR,Dad native 
03/12/2025,Cash,Native trip,"-1,406",INR,"-1,406",INR,Native trip 2 x mangalore bangalore 
04/12/2025,Cash,Bills,-588,INR,-588,INR,Bsnl landline bill 
04/12/2025,Cash,Car,"-45,004",INR,"-45,004",INR,Car loan payment extra 
04/12/2025,Cash,Eating out,-90,INR,-90,INR,Chats
04/12/2025,Cash,Eating out,-65,INR,-65,INR,Jigarthanda
04/12/2025,Cash,Native trip,"-1,695",INR,"-1,695",INR,Bangalore to mangalore bus ticket
04/12/2025,Cash,Native trip,"-1,170",INR,"-1,170",INR,Mangalore to Bangalore 
05/12/2025,Cash,Astro,300,INR,300,INR,Astrology consultation
05/12/2025,Cash,Car,"-37,682",INR,"-37,682",INR,Car loan payment extra final
05/12/2025,Cash,Home loan Emi,-100,INR,-100,INR,Idbi home loan top up extra
06/12/2025,Cash,Cashback,813,INR,813,INR,Zerodha account clearance
06/12/2025,Cash,Taxi,-230,INR,-230,INR,Auto
06/12/2025,Cash,Transport,-120,INR,-120,INR,Bus
06/12/2025,Cash,Eating out,-30,INR,-30,INR,Coffe
06/12/2025,Cash,Taxi,-40,INR,-40,INR,Auto
06/12/2025,Cash,Clothes,-150,INR,-150,INR,Haircut
06/12/2025,Cash,Health,-119,INR,-119,INR,Zytee
06/12/2025,Cash,Food,-40,INR,-40,INR,Vegetables 
06/12/2025,Cash,Food,-90,INR,-90,INR,Cashews
07/12/2025,Cash,Bills,-309,INR,-309,INR,Water bill
07/12/2025,Cash,Eating out,-90,INR,-90,INR,Snacks and tea
07/12/2025,Cash,Bills,-299,INR,-299,INR,Jio recharge dad
08/12/2025,Cash,Health,-85,INR,-85,INR,Medicine naphthalene 
08/12/2025,Cash,Food,-70,INR,-70,INR,Chips
08/12/2025,Cash,Gifts,-20,INR,-20,INR,Temple
08/12/2025,Cash,Eating out,-80,INR,-80,INR,Chata
09/12/2025,Cash,Astro,51,INR,51,INR,Astro Consultation 
09/12/2025,Cash,Car,"-1,000",INR,"-1,000",INR,Petrol 9.75 ltr
10/12/2025,Cash,Home loan Emi,"-21,028",INR,"-21,028",INR,Home loan emi 
10/12/2025,Cash,Home loan Emi,"-13,161",INR,"-13,161",INR,Home loan top up emi
10/12/2025,Cash,Eating out,-60,INR,-60,INR,Irish coffee
11/12/2025,Cash,Taxi,-102,INR,-102,INR,Auto
11/12/2025,Cash,Taxi,-230,INR,-230,INR,Auto
11/12/2025,Cash,Transport,-98,INR,-98,INR,Bus
11/12/2025,Cash,Eating out,-12,INR,-12,INR,Coffee
11/12/2025,Cash,Transport,-24,INR,-24,INR,Bus
11/12/2025,Cash,Health,"-2,725",INR,"-2,725",INR,Parental Health Insurance
11/12/2025,Cash,Loan,"2,725",INR,"2,725",INR,Credit card loan newer renewal early payment 
11/12/2025,Cash,Health,-385,INR,-385,INR,Health Insurance
11/12/2025,Cash,Loan,385,INR,385,INR,Health Insurance
11/12/2025,Cash,Bills,"-11,235",INR,"-11,235",INR,Credit card bill payment
11/12/2025,Cash,Home loan Emi,"-50,000",INR,"-50,000",INR,Home loan top up emi extra
11/12/2025,Cash,Food,-108,INR,-108,INR,Dose akki
11/12/2025,Cash,Food,-80,INR,-80,INR,Vegetables 
11/12/2025,Cash,Food,-100,INR,-100,INR,Kaalu bele
12/12/2025,Cash,Eating out,-20,INR,-20,INR,Ginger coffee
12/12/2025,Cash,Eating out,-12,INR,-12,INR,Coffee 
12/12/2025,Cash,Eating out,-45,INR,-45,INR,2 Tea
12/12/2025,Cash,Health,-60,INR,-60,INR,Hydrogen peroxide 
12/12/2025,Cash,Eating out,-70,INR,-70,INR,Dose
12/12/2025,Cash,Eating out,-30,INR,-30,INR,Bun world 
12/12/2025,Cash,Eating out,-45,INR,-45,INR,Tea
12/12/2025,Cash,Car,-200,INR,-200,INR,Petrol 
12/12/2025,Cash,Food,-76,INR,-76,INR,Vegetable fruit
12/12/2025,Cash,Bills,-198,INR,-198,INR,Credit card bill payment
13/12/2025,Cash,Toiletry,-330,INR,-330,INR,Floor cleaner nd stuff
13/12/2025,Cash,Wants,-50,INR,-50,INR,Bulb
14/12/2025,Cash,Eating out,-45,INR,-45,INR,3 coffee 
14/12/2025,Cash,Taxi,-118,INR,-118,INR,Auto
14/12/2025,Cash,Taxi,-136,INR,-136,INR,Auto 
14/12/2025,Cash,Food,-52,INR,-52,INR,Vegetable 
14/12/2025,Cash,Food,-397,INR,-397,INR,Groccery
14/12/2025,Cash,Food,-37,INR,-37,INR,Veggies 
14/12/2025,Cash,Food,-299,INR,-299,INR,Chillies
14/12/2025,Cash,Food,-10,INR,-10,INR,Lemon
15/12/2025,Cash,Transport,-300,INR,-300,INR,Metro recharge
15/12/2025,Cash,Wants,-38,INR,-38,INR,Nazar eye
15/12/2025,Cash,Transport,-24,INR,-24,INR,Bus
15/12/2025,Cash,Eating out,-20,INR,-20,INR,Tea
15/12/2025,Cash,Gifts,-348,INR,-348,INR,Sankranti dhana
15/12/2025,Cash,Food,-68,INR,-68,INR,Chapati 
15/12/2025,Cash,Eating out,-20,INR,-20,INR,Tea
15/12/2025,Cash,Food,-29,INR,-29,INR,Curd
15/12/2025,Cash,Gifts,-100,INR,-100,INR,Sankranti dhana
15/12/2025,Cash,Food,-24,INR,-24,INR,Milk
16/12/2025,Cash,Food,-25,INR,-25,INR,Sweet corn 
16/12/2025,Cash,Food,-40,INR,-40,INR,Corn flakes 
16/12/2025,Cash,Food,-5,INR,-5,INR,Choclate 
16/12/2025,Cash,Food,-60,INR,-60,INR,Dose hittu
16/12/2025,Cash,Clothes,-450,INR,-450,INR,Chappals
16/12/2025,Cash,Eating out,-40,INR,-40,INR,Coffee
17/12/2025,Cash,Food,-92,INR,-92,INR,Milk curd icecream 
17/12/2025,Cash,Wants,-499,INR,-499,INR,Astro Consultation 
17/12/2025,Cash,Eating out,-80,INR,-80,INR,Masala puri 
17/12/2025,Cash,Parents Travel,-235,INR,-235,INR,Auto
17/12/2025,Cash,Parents Travel,-280,INR,-280,INR,Auto
17/12/2025,Cash,Parents Travel,-180,INR,-180,INR,Travel
17/12/2025,Cash,Parents Travel,-160,INR,-160,INR,Travel
17/12/2025,Cash,Parents Travel,-292,INR,-292,INR,Travel
17/12/2025,Cash,Parents Travel,-140,INR,-140,INR,Travel
17/12/2025,Cash,Parents groccery,"-1,468",INR,"-1,468",INR,Parents groccery 
17/12/2025,Cash,Parents groccery,-240,INR,-240,INR,Vegetable fruit
17/12/2025,Cash,Food,-55,INR,-55,INR,Parents snacks
17/12/2025,Cash,Parents kaanike,-233,INR,-233,INR,Kaanike
17/12/2025,Cash,Parents groccery,"-1,450",INR,"-1,450",INR,Milk
17/12/2025,Cash,Parents groccery,-940,INR,-940,INR,Gas
17/12/2025,Cash,Dad's expenses,-260,INR,-260,INR,Chappal
18/12/2025,Cash,Transport,-18,INR,-18,INR,Bus
18/12/2025,Cash,Food,-10,INR,-10,INR,Leaf
18/12/2025,Cash,Food,-50,INR,-50,INR,Badam milk pista milk
19/12/2025,Cash,Transport,-100,INR,-100,INR,Metro recharge
19/12/2025,Cash,Eating out,-55,INR,-55,INR,2 Tea
19/12/2025,Cash,Eating out,-55,INR,-55,INR,Palak chat
19/12/2025,Cash,Investment,"-1,680",INR,"-1,680",INR,Lic investment
20/12/2025,Cash,Gifts,-88,INR,-88,INR,Ellene
20/12/2025,Cash,Food,-8,INR,-8,INR,Veggies 
20/12/2025,Cash,Bills,-197,INR,-197,INR,BSNL bill
20/12/2025,Cash,Eating out,-281,INR,-281,INR,Ice cream date
20/12/2025,Cash,Clothes,-700,INR,-700,INR,Preetha Dress
20/12/2025,Cash,Clothes,"-1,300",INR,"-1,300",INR,Preetha shoes
20/12/2025,Cash,Eating out,-170,INR,-170,INR,Breakfast 
20/12/2025,Cash,Eating out,-303,INR,-303,INR,Coffee 
20/12/2025,Cash,Gifts,-150,INR,-150,INR,Shastara
21/12/2025,Cash,Food,-66,INR,-66,INR,Ice cream butter milk
21/12/2025,Cash,Food,-110,INR,-110,INR,Cpndiments
21/12/2025,Cash,Gifts,-700,INR,-700,INR,Nema donation 
21/12/2025,Cash,Gifts,-250,INR,-250,INR,Nema bulya
22/12/2025,Cash,Transport,-100,INR,-100,INR,Bus
22/12/2025,Cash,Taxi,-250,INR,-250,INR,Auto
22/12/2025,Cash,Food,-125,INR,-125,INR,Vegetable 
22/12/2025,Cash,Health,"-1,400",INR,"-1,400",INR,Preetha dental care
22/12/2025,Cash,Food,-10,INR,-10,INR,Choc
22/12/2025,Cash,Food,-125,INR,-125,INR,Rice
22/12/2025,Cash,Wants,-237,INR,-237,INR,Plant for hall
